Movie Name,Storyline,story_length,word_count,char_length,clean_story
Monster Mash,"Dracula, the Werewolf, the Mummy and the Invisible Man must work together to stop Dr. Frankenstein from creating an unstoppable monster.",136,21,136,dracula werewolf mummy invisible man must work together stop dr frankenstein creating unstoppable monster
The Adamant Girl,"Meena, who loves a man from a lower caste but her family thinks she is possessed and cast the spell out of her.",111,23,111,meena loves man lower caste family thinks possessed cast spell
Suzzanna: The Queen of Black Magic,"Explores genre star Suzzanna's reign as the ""Queen of Indonesian Horror,"" tracing her lasting legacy in the country's film industry.",132,20,132,explores genre star suzzannas reign queen indonesian horror tracing lasting legacy countrys film industry
Skeletons in the Closet,"Haunted by a malevolent spirit since childhood, a desperate mother allows herself to become possessed in order to save the life of her terminally ill daughter.",159,26,159,haunted malevolent spirit since childhood desperate mother allows become possessed order save life terminally ill daughter
The Heirloom,A desperate filmmaker is seized by inspiration when he and his girlfriend adopt a traumatized rescue dog.,105,17,105,desperate filmmaker seized inspiration girlfriend adopt traumatized rescue dog
Like a Rolling Stone,"At the age of 50, Li Hong finally made up her mind to leave. She took a brave step and started a self-driving tour to live her own life.",136,29,136,age li hong finally made mind leave took brave step started selfdriving tour live life
Videotheque,"Fleeing the police, a small-time thief hides in an abandoned video store. Stuck for the night he decides to play three strange films.",133,23,133,fleeing police smalltime thief hides abandoned video store stuck night decides play three strange films
The Black Hole,"A comical triptych about residents in an apartment block district who long for a better life. When a black hole mysteriously appears in a lilac bush, they will have to face aliens, a giant spider, and an Austrian in breeches.",225,40,225,comical triptych residents apartment block district long better life black hole mysteriously appears lilac bush face aliens giant spider austrian breeches
Camp Pleasant Lake,"A couple breathes life into a new camp on an old campsite, connecting them to a chilling past that unravels a 20-year-old mystery involving a missing young girl. As eerie events unfold, they must confront forces tied to a brutal crime.",235,41,235,couple breathes life new camp old campsite connecting chilling past unravels yearold mystery involving missing young girl eerie events unfold must confront forces tied brutal crime
Bob Mackie: Naked Illusion,"Bob Mackie, a six-decade costume designer, received a Lifetime Achievement award and Tony nomination for The Cher Show. His unique, unfiltered style has been showcased in a new documentary.",189,29,189,bob mackie sixdecade costume designer received lifetime achievement award tony nomination cher show unique unfiltered style showcased new documentary
Jim's Story,A family living in the Jura mountains is torn apart following the return of the son's biological father.,104,18,104,family living jura mountains torn apart following return sons biological father
The Crossroads,"Ex-cowboy war vet with PTSD meets hitchhiking singer/songwriter with trust issues. He shows her simpler life, they bond over inner demons. Develop relationship after finding commonalities in each other's struggles.",214,30,214,excowboy war vet ptsd meets hitchhiking singersongwriter trust issues shows simpler life bond inner demons develop relationship finding commonalities others struggles
Camera,"Follows nine-year-old Oscar, a non-verbal child who struggles to fit in, as he meets Eric, a kind repair shop owner, and become unlikely friends after being brought together by a damaged film format camera.",206,34,206,follows nineyearold oscar nonverbal child struggles fit meets eric kind repair shop owner become unlikely friends brought together damaged film format camera
Paradise,"When corrupt officials cover up the murder of Ella's father, she cuts a swath through the anachronistic underbelly of her small island town.",140,23,140,corrupt officials cover murder ellas father cuts swath anachronistic underbelly small island town
Bir Cumhuriyet Sarkisi,"In 1930s Turkey, a handful of young, talented and determined people strive to realize an artistic revolution in a fledgling country.",132,21,132,turkey handful young talented determined people strive realize artistic revolution fledgling country
Occupied,"America is no longer a sovereign nation, dual citizens control our government. We've been occupied. It's time for humanity to unite against our common enemy.",157,25,157,america longer sovereign nation dual citizens control government weve occupied time humanity unite common enemy
Return to Wickensburg,"Mr. Hexenmeister has escaped from prison, and once again threatens Wickensburg. It's a race against time to find an ancient orb, capable of destroying the entire town, before it falls into the wrong hands.",205,34,205,mr hexenmeister escaped prison threatens wickensburg race time find ancient orb capable destroying entire town falls wrong hands
¡Casa Bonita Mi Amor!,"Casa Bonita, a quirky Mexican restaurant in Colorado with cliff divers, faces closure. South Park (1997) creators Trey Parker and Matt Stone try saving this piece of childhood/Colorado history.",193,29,193,casa bonita quirky mexican restaurant colorado cliff divers faces closure south park creators trey parker matt stone try saving piece childhoodcolorado history
A Brooklyn Love Story,"A longtime family-owned business gets pressured to sell to gentrify the neighborhood until a local loving mobster concocts a crazy plan to save the day, clearing the way for two people searching for love to find their everlasting.",230,38,230,longtime familyowned business gets pressured sell gentrify neighborhood local loving mobster concocts crazy plan save day clearing way two people searching love find everlasting
Louise Violet,"France. End of the 19th century. Louise Violet, a Parisian teacher, is sent on a mission to the French countryside. She has to impose the free, compulsory and secular school of the Republic.",190,33,190,france end th century louise violet parisian teacher sent mission french countryside impose free compulsory secular school republic
A Very Special Terrifier Christmas,"Fight off a killer winter and settle in by the fire with Art the Clown. Chestnuts are roasting, terror is toasting, and the screams create the perfect jolly ambient tone to relax to in this fireside special.",207,37,207,fight killer winter settle fire art clown chestnuts roasting terror toasting screams create perfect jolly ambient tone relax fireside special
Art of Eight Limbs,A US agent goes undercover at a martial arts training camp which is suspected of being a cover for chemical weapons.,116,21,116,us agent goes undercover martial arts training camp suspected cover chemical weapons
Family Therapy,"Young stranger disrupts seemingly perfect family's life, exposing their internal issues, fears, and dysfunctional relationships as external chaos invades their once idyllic existence.",183,23,183,young stranger disrupts seemingly perfect familys life exposing internal issues fears dysfunctional relationships external chaos invades idyllic existence
All Illusions Must Be Broken,"Through the lens of American cultural anthropologist and Pultizer Prize-winning author Ernest Becker, ALL ILLUSIONS MUST BE BROKEN is a cinematic rumination on human mortality and the lengths to which we go to deny it.",218,35,218,lens american cultural anthropologist pultizer prizewinning author ernest becker illusions must broken cinematic rumination human mortality lengths go deny
Fear,"Sindhu's world is shattered when her boyfriend vanishes. Held captive in a mental asylum, she must confront the evil forces driving her madness and confront the terrifying truth about her own past in order to escape and uncover the truth.",238,40,238,sindhus world shattered boyfriend vanishes held captive mental asylum must confront evil forces driving madness confront terrifying truth past order escape uncover truth
Big City Greens the Movie: Spacecation,"After ruining his family's vacation before it can even begin, Cricket attempts to right his wrongs by volunteering his family for an experimental farming mission - in space.",173,28,173,ruining familys vacation even begin cricket attempts right wrongs volunteering family experimental farming mission space
Hola Frida,"Frida Kahlo is a little girl who is different. Sparkling and vibrant, everything interests her. And when life's trials and tribulations come her way, she faces them with her overflowing imagination.",198,31,198,frida kahlo little girl different sparkling vibrant everything interests lifes trials tribulations come way faces overflowing imagination
Beauty and the Billionaire: Bali,Bali visit for business publicity turns sour as billionaire angers locals. Uncle's accident necessitates round-the-clock care from mistreated doctor. Tangled events jeopardize high-stakes negotiations.,201,24,201,bali visit business publicity turns sour billionaire angers locals uncles accident necessitates roundtheclock care mistreated doctor tangled events jeopardize highstakes negotiations
Love at 39 Degrees,"Fatih and Kumru, a lawyer from different cities, team up for a case involving a cheating spouse. They spend 8 hours racing around Izmir gathering evidence, unexpectedly altering their plans and lives.",200,32,200,fatih kumru lawyer different cities team case involving cheating spouse spend hours racing around izmir gathering evidence unexpectedly altering plans lives
Dernière soirée,"During a graduation party, four teenagers are confronted with their angst. They find themselves locked up, they wonder if it might be their last night.",151,25,151,graduation party four teenagers confronted angst find locked wonder might last night
Parasite,'Parasite' is a gripping psychological tale that explores the depths of human depravity and the lengths one will go to for survival. It's a cautionary tale of manipulation and the price of loving the wrong person.,213,36,213,parasite gripping psychological tale explores depths human depravity lengths one go survival cautionary tale manipulation price loving wrong person
Double Ismart,A notorious criminal with a terminal brain tumor hires a rogue scientist to transfer his mind into the body of a street-smart renegade with a unique memory transfer port in his brain.,183,32,183,notorious criminal terminal brain tumor hires rogue scientist transfer mind body streetsmart renegade unique memory transfer port brain
Shark Island,Beautiful models travel to a tropical island for a bikini photo shoot with a priceless necklace. But a killer is loose on this remote island and the only way out is through shark-infested waters.,195,34,195,beautiful models travel tropical island bikini photo shoot priceless necklace killer loose remote island way sharkinfested waters
Interstate,"A supernatural thriller in which a hitman, facing an existential crisis, decides to exit the game and leave town with the woman he loves, but his plans are disrupted by a mysterious young man and his ruthless former boss.",221,39,221,supernatural thriller hitman facing existential crisis decides exit game leave town woman loves plans disrupted mysterious young man ruthless former boss
Funny Birds,"Thrown together under tragic circumstances, three generations of women from the same family are forced to learn to live together on a small rural chicken farm in New Jersey, which generates moving and amusing situations.",220,35,220,thrown together tragic circumstances three generations women family forced learn live together small rural chicken farm new jersey generates moving amusing situations
The North Witch,"Five women embark on a search for a cabin that mysteriously went missing 60 years ago. They soon realize that watching them is a sinister, demented being. Can they survive the horrors of The North Witch, or is death the better way out?",235,43,235,five women embark search cabin mysteriously went missing years ago soon realize watching sinister demented survive horrors north witch death better way
Kondal,"Trouble in his village forces Manuel to begin working on a fishing boat. But when tragedy divides the crew, violence erupts on the high seas.",141,25,141,trouble village forces manuel begin working fishing boat tragedy divides crew violence erupts high seas
Surrogate,"Jane Martin is recruited by Doctor Faye's clinical for healthy sex. But Jane does not respect the rules with her patients and becomes more closer with them. Ignoring the warnings of Dr. Faye, Jane puts her patients and herself in danger.",237,41,237,jane martin recruited doctor fayes clinical healthy sex jane respect rules patients becomes closer ignoring warnings dr faye jane puts patients danger
Frankenstein: Legacy,"England, 1875. A century after Victor Frankenstein's doomed experiment, his journals have traded hands for decades.",115,16,115,england century victor frankensteins doomed experiment journals traded hands decades
The French Italian,"Neighbors prank each other, situation escalates comically amid NYC apartment complex's cutthroat politics, exploring absurdity of conflict between residents.",157,19,157,neighbors prank situation escalates comically amid nyc apartment complexs cutthroat politics exploring absurdity conflict residents
Janaka Aithe Ganaka,"A young married man rejects parenthood, calculating costs for a child's upbringing. He determines his income insufficient for education, quality of life, and other expenses, leading to his decision against having children at that time.",235,35,235,young married man rejects parenthood calculating costs childs upbringing determines income insufficient education quality life expenses leading decision children time
Thirsty,THIRSTY follows the upstart campaign of a gutsy public defender as she strives to unseat the incumbent mayor of Oakland and also keep her family intact.,152,26,152,thirsty follows upstart campaign gutsy public defender strives unseat incumbent mayor oakland also keep family intact
Z Zone,"A group of young delinquents, transferred to a remote military base for rehabilitation, find themselves caught in a web of secrets and battling sinister forces lurking in the shadows.",183,29,183,group young delinquents transferred remote military base rehabilitation find caught web secrets battling sinister forces lurking shadows
Detective Conan: The Million-Dollar Pentagram,"The ""truth"" hidden in the sword cuts through the dark night and leads one under the moon. Love and incidents unfold in turbulent ways. The treasure battle mystery that will divide the world has begun.",200,35,200,truth hidden sword cuts dark night leads one moon love incidents unfold turbulent ways treasure battle mystery divide world begun
The Lost Holliday,"When Cassandra Marshall learns that her estranged son Damien Holliday has died, she heads to L.A. to handle his arrangements. She arrives to find that they're being handled by her sons husband, Jason Holliday, who she knows nothing about.",238,39,238,cassandra marshall learns estranged son damien holliday died heads la handle arrangements arrives find theyre handled sons husband jason holliday knows nothing
Emma and Eddie: A Working Couple,Emma and Eddie live two lives: one on social media and one in real life. The webcam couple is out to save their marriage by starting their own adult web-studio in Eastern Europe.,178,33,178,emma eddie live two lives one social media one real life webcam couple save marriage starting adult webstudio eastern europe
Fakt Purusho Maate,"Patriarch resurfaces from the afterlife, disrupting his grandson's nuptials and upending the family dynamics with an unanticipated complication.",144,18,144,patriarch resurfaces afterlife disrupting grandsons nuptials upending family dynamics unanticipated complication
Panda Bear in Africa,"A panda travels from China to Africa, facing hippos, hyenas, gorillas. He rescues his kidnapped dragon friend, makes new friends, and protects their jungle home.",161,25,161,panda travels china africa facing hippos hyenas gorillas rescues kidnapped dragon friend makes new friends protects jungle home
Birth,"Set in 1982, looks deep into two recent episodes of Spanish history: the imprisonment of pregnant women, and the kidnapping of newborns, in a context of social and political change.",181,30,181,set looks deep two recent episodes spanish history imprisonment pregnant women kidnapping newborns context social political change
Liza: A Truly Terrific Absolutely True Story,"A tribute to a young artist of unlimited raw talent and the deep, creative relationships she has with her mentors and influences.",129,22,129,tribute young artist unlimited raw talent deep creative relationships mentors influences
Reptilians,"The story explores the conspiracy theory of reptilian beings secretly controlling humanity, delving into its origins, cultural impact and the psychology behind such beliefs regarding extraterrestrial enigmas.",208,27,208,story explores conspiracy theory reptilian beings secretly controlling humanity delving origins cultural impact psychology behind beliefs regarding extraterrestrial enigmas
Buzz House: The Movie,"Selly has prepared many surprises for the participants: secret contestants, a villa isolated in the woods accessible only by boat, and a costumed employee tasked with frightening them, making it thrilling.",205,31,205,selly prepared many surprises participants secret contestants villa isolated woods accessible boat costumed employee tasked frightening making thrilling
ABBA: Against the Odds,To commemorate the 50th anniversary of the iconic Swedish group winning the Eurovision Song Contest.,100,15,100,commemorate th anniversary iconic swedish group winning eurovision song contest
I Heart Willie,"In this horrific origin story of the most beloved cartoon character of modern times, an obsessed fan of Steamboat Willie leads her friends into a deadly mousetrap where pure evil seeks to harvest their skin.",207,35,207,horrific origin story beloved cartoon character modern times obsessed fan steamboat willie leads friends deadly mousetrap pure evil seeks harvest skin
Maliko,"Eunice, a sexually fluent medical agent, befriended Mariko's local partner and seduced them both to satisfy their desires in a game of provocative sexual adventures.",165,25,165,eunice sexually fluent medical agent befriended marikos local partner seduced satisfy desires game provocative sexual adventures
Cesium Fallout,"In a Hong Kong recycling plant, a massive fire exposes a radiation crisis caused by illegal garbage smuggling. Government advisor, executive, and firefighters embark on a high-stakes mission to mitigate the disaster.",216,32,216,hong kong recycling plant massive fire exposes radiation crisis caused illegal garbage smuggling government advisor executive firefighters embark highstakes mission mitigate disaster
Broken Innocence,"When a young girl suffers years of horrendous sexual abuse from her monster of a father, she finally breaks spawning a cold, hateful and manipulative teenager, that will stop at nothing, to get her own way - including murder.",225,39,225,young girl suffers years horrendous sexual abuse monster father finally breaks spawning cold hateful manipulative teenager stop nothing get way including murder
Witch,"Small town, England. 1575. William embarks on a journey to prove the innocence of his wife, Twyla, falsely accused of being a witch and will be put to death if found guilty. William must hunt down the real witch, to save Twyla from death.",238,44,238,small town england william embarks journey prove innocence wife twyla falsely accused witch put death found guilty william must hunt real witch save twyla death
The Antisocial Network: Memes to Mayhem,"A group of lonely teenagers formed an online community and bonded over their isolation, but their collective beliefs warped reality.",132,20,132,group lonely teenagers formed online community bonded isolation collective beliefs warped reality
Bodegón con fantasmas,"In a small town haunted by the struggles of life and death, ghosts and humans alike embark on a desperate journey to end their torment, resorting to extreme measures to achieve their goals.",189,33,189,small town haunted struggles life death ghosts humans alike embark desperate journey end torment resorting extreme measures achieve goals
The White Mountain,"Follow elite heli-rescuer Bastien and female extreme skier, Hadley as they confront personal challenges on and off one of the world's most iconic mountains, exploring risk, resilience, and our bond with nature amid climate change.",230,35,230,follow elite helirescuer bastien female extreme skier hadley confront personal challenges one worlds iconic mountains exploring risk resilience bond nature amid climate change
American Dream: The 21 Savage Story,Follows 21 Savage's journey from UK birth to US upbringing where he conquers adversity like poverty and crime to attain success in rap music.,141,24,141,follows savages journey uk birth us upbringing conquers adversity like poverty crime attain success rap music
Earthquake Underground,"After a massive earthquake submerges a hotel, a young architect must overcome all odds to save his pregnant girlfriend before the structure collapses.",150,23,150,massive earthquake submerges hotel young architect must overcome odds save pregnant girlfriend structure collapses
It All Ends Here,"A lawyer gets his affluent client acquitted of double homicide but drunkenly confesses the truth, becoming an outcast. He reunites with an old flame to seek vengeance while everyone's innocence becomes questionable.",215,32,215,lawyer gets affluent client acquitted double homicide drunkenly confesses truth becoming outcast reunites old flame seek vengeance everyones innocence becomes questionable
Nobody Likes Me,"Sara, a distant observer of others' lives, falls for graceful Martin. As she seeks physical intimacy, he withdraws, concealing his intersex status. When his secret emerges and spreads, they face harsh social realities.",218,33,218,sara distant observer others lives falls graceful martin seeks physical intimacy withdraws concealing intersex status secret emerges spreads face harsh social realities
One by One,"Follows David Rosenau's journey from funeral director to prison guard, undercover detective, and homicide investigator before a calling to become a pastor after a life-threatening injury, impacting lives for eternity.",217,30,217,follows david rosenaus journey funeral director prison guard undercover detective homicide investigator calling become pastor lifethreatening injury impacting lives eternity
Demonte Colony 2,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there.",155,27,155,group friends return cursed location driven curiosity quest uncover truth behind malevolent spirits reside
Innocent Shots,"Lake and Bobby are cousins who have been hustling since teenagers working for Jay, Bobby's plug. However, Bobby meets a girl and decides to clean up his life to pursue his passion as a photographer. This begins the feud.",220,39,220,lake bobby cousins hustling since teenagers working jay bobbys plug however bobby meets girl decides clean life pursue passion photographer begins feud
Five Friends,"Trapped on Mount Madyopuro because they violated a myth, Bagas, Lenni, Dicky, Juna and Andrew became suspicious of each other that one of them was a ghost.",155,27,155,trapped mount madyopuro violated myth bagas lenni dicky juna andrew became suspicious one ghost
Mortal Game,"A group of hunters travel to a mysterious island to track down a legendary forest creature. They soon realize their guide has set them up as bait, forcing them to confront a highly intelligent predator that terrorizes them one by one.",234,41,234,group hunters travel mysterious island track legendary forest creature soon realize guide set bait forcing confront highly intelligent predator terrorizes one one
Nemlizade,"Unable to marry his lover Keriman due to poverty, Onur becomes the neighborhood headman after his uncle is paralyzed. Despite locals' disapproval, Onur and his friends strive to retain the position.",198,31,198,unable marry lover keriman due poverty onur becomes neighborhood headman uncle paralyzed despite locals disapproval onur friends strive retain position
Possessions,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare.",210,37,210,follows father seeks fresh start son loss wife purchased storage unit facility sight unseen secrets buried behind metal doors become parents worst nightmare
Space Sharks,"A military experiment conducted on a space station goes horribly wrong, sending a new breed of weaponized sharks to earth with only one mission: destroy everything in their path.",178,29,178,military experiment conducted space station goes horribly wrong sending new breed weaponized sharks earth one mission destroy everything path
He Loves Me Not,"An aspiring actress chosen as a wild card for a reality TV dating show uses a secret elixir to win the heart of the star, but when her deception is revealed, she discovers a messy but real chance for love.",205,40,205,aspiring actress chosen wild card reality tv dating show uses secret elixir win heart star deception revealed discovers messy real chance love
Goldilocks and the Two Bears,"Follows Ingrid, Ian and Ivy, three unique strangers who find each other in an uninhabited condominium. They discover they actually have a lot in common, and start wondering whether they might be each other's salvation.",218,35,218,follows ingrid ian ivy three unique strangers find uninhabited condominium discover actually lot common start wondering whether might others salvation
Tape,"Three former classmates reunite in Hong Kong, but a buried secret resurfaces forcing them to confront the past, each other, and the limits of truth.",148,25,148,three former classmates reunite hong kong buried secret resurfaces forcing confront past limits truth
The Ark and the Darkness,"Noah's Ark withstands a global flood, corroborated by scientific evidence across disciplines. A team exposes the truth behind this ancient tale found in cultures worldwide, confirming the Biblical account.",205,29,205,noahs ark withstands global flood corroborated scientific evidence across disciplines team exposes truth behind ancient tale found cultures worldwide confirming biblical account
Empire of the Rabbits,A daring boy's journey against the cruel entanglements of deception and disabilities of the adult world.,104,16,104,daring boys journey cruel entanglements deception disabilities adult world
Cassino in Ischia,"The next generation of action heroes push Nic Cassino off his perch. He goes to Italy to work with struggling Italian directors on the first-ever ""Neo-Realist"" action movie in an effort to revitalize his career.",211,35,211,next generation action heroes push nic cassino perch goes italy work struggling italian directors firstever neorealist action movie effort revitalize career
Guest from the Future,"Kolya Gerasimov is an ordinary guy: video games, rap and hanging out with friends. The last thing he worries about is the future. Until one day he himself enters the future. And not everything is easy there.",207,37,207,kolya gerasimov ordinary guy video games rap hanging friends last thing worries future one day enters future everything easy
Identity,The main character recovers consciousness after a terrifying accident and discovers that it is 2035. The last thing he can recall is his work for a corporation that created robotized systems.,191,31,191,main character recovers consciousness terrifying accident discovers last thing recall work corporation created robotized systems
Festival of the Living Dead,"While attending a festival to commemorate the original zombie attack, Ash and her friends encounter the living dead and must fight back or be devoured.",151,25,151,attending festival commemorate original zombie attack ash friends encounter living dead must fight back devoured
Sir,The people of Mangollai village like Colochi Saami and Saamikannu opposed education for the poor while people like Annadurai and Sivangaanam fought against oppression.,167,24,167,people mangollai village like colochi saami saamikannu opposed education poor people like annadurai sivangaanam fought oppression
Trinil,"Couple Rara and Sutan who are ready to start a new life after their honeymoon. Rara inherited a large tea plantation in Central Java belonging to William Saunder, her father, a Dutch man who really loved Indonesia.",214,37,214,couple rara sutan ready start new life honeymoon rara inherited large tea plantation central java belonging william saunder father dutch man really loved indonesia
Kasa Branca,A teenager from the outskirts of Rio de Janeiro receives the news that his grandmother is in the terminal stages of Alzheimer's disease. He relies on the help of his two best friends to face the world and enjoy his final days with her.,235,44,235,teenager outskirts rio de janeiro receives news grandmother terminal stages alzheimers disease relies help two best friends face world enjoy final days
Peripheral,A woman's husband goes missing soon after moving into their new home. But strange paranormal events start to occur upon his return.,131,22,131,womans husband goes missing soon moving new home strange paranormal events start occur upon return
Over the Red River,"Follows a tenacious young widow who braves the perilous desert to free her kidnapped sister and wreak vengeance on the outlaws who murdered her husband, while also crossing paths with an ex-member of the same gang that ruined her life.",235,40,235,follows tenacious young widow braves perilous desert free kidnapped sister wreak vengeance outlaws murdered husband also crossing paths exmember gang ruined life
Purna Bahadur Ko Sarangi,"A struggling single father battles poverty, using his musical talents to support and inspire his son. Together, they persevere through hardship, fueled by the father's dream of a better life.",191,30,191,struggling single father battles poverty using musical talents support inspire son together persevere hardship fueled fathers dream better life
Whisper of the Witch,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",191,32,191,mara ancient pagan spirit hunts group teenagers taking body parts reborn disillusioned desperate investigator face deepest fears save teenagers
Nice Ladies,A team of ageing Ukrainian cheerleaders hold on to their friendship as each navigates the trauma of war in her own way.,119,22,119,team ageing ukrainian cheerleaders hold friendship navigates trauma war way
Invited,"When a reluctant mother attends her daughter's Zoom elopement, she and the rest of the family in attendance quickly realize the groom is part of a Russian cult with deadly intentions.",183,31,183,reluctant mother attends daughters zoom elopement rest family attendance quickly realize groom part russian cult deadly intentions
Kaliyugam Pattanamlo,"Revolves around twins Vijay and Sagar, where Sagar's troubling behavior results in institutionalization, while Vijay studies engineering, showcasing their divergent life paths over the years.",191,25,191,revolves around twins vijay sagar sagars troubling behavior results institutionalization vijay studies engineering showcasing divergent life paths years
Nine-Ring Golden Dagger,"Two sisters recover their late father's golden blade from enemy territory, joining forces with their father's former soldier to defend against attacks during their return journey.",179,26,179,two sisters recover late fathers golden blade enemy territory joining forces fathers former soldier defend attacks return journey
Lotus,"Alice von Trotta returns to her late father's manor in Latvia in 1919, intending to sell it. She encounters hostile laborers and gets lured into a trap by lawyer and the underground group, who plan to exploit her talents for manipulation.",238,41,238,alice von trotta returns late fathers manor latvia intending sell encounters hostile laborers gets lured trap lawyer underground group plan exploit talents manipulation
The Parades,"A mother searches for her missing son after a devastating calamity, only to realize that she has died and is now confined to a realm of restless spirits.",153,28,153,mother searches missing son devastating calamity realize died confined realm restless spirits
Hambre,"In crisis-torn Venezuela, ex-classmates Roberto and Selina face opposing struggles. He's an idealistic transportation ministry worker who refuses to leave. She works illegally in Italy, ready to marry for documents to prevent her return.",237,34,237,crisistorn venezuela exclassmates roberto selina face opposing struggles hes idealistic transportation ministry worker refuses leave works illegally italy ready marry documents prevent return
Her,The lives of five women who come from different class backgrounds.,66,11,66,lives five women come different class backgrounds
Mahi,A married couple who share a love for cricket begin training in the game due to her natural talent.,99,19,99,married couple share love cricket begin training game due natural talent
Beautiful Rebel,"The origin story of one of Italy's greatest rock stars, Gianna Nannini, who chased her dream despite obstacles from her family and the music industry.",150,25,150,origin story one italys greatest rock stars gianna nannini chased dream despite obstacles family music industry
The Wolf,A hunter becomes the prey when asked to track a vicious wolf on an Indian Reservation.,86,16,86,hunter becomes prey asked track vicious wolf indian reservation
Perfect Match,PERFECT MATCH tells the unusual and still enduring love story of two of the most successful tennis players of all time: STEFFI GRAF (22 Grand Slam titles) and ANDRE AGASSI (8 Grand Slam titles).,194,34,194,perfect match tells unusual still enduring love story two successful tennis players time steffi graf grand slam titles andre agassi grand slam titles
Tempting,A titillating story about a group of five macho dancers navigating their own lives and the women who would do anything to keep them by their side.,146,27,146,titillating story group five macho dancers navigating lives women would anything keep side
Pabar,"Benudhar Kandi, hailing from a little village of Gumagarh in Odisha, does not have big expectations until circumstances force him into local politics.",150,23,150,benudhar kandi hailing little village gumagarh odisha big expectations circumstances force local politics
The Quiet Son,"Pierre, a widowed father, struggles as one of his sons becomes drawn to an ideology he doesn't comprehend. His son's change tests Pierre's ability to maintain their bond, set against the backdrop of post-May '68 France.",219,36,219,pierre widowed father struggles one sons becomes drawn ideology doesnt comprehend sons change tests pierres ability maintain bond set backdrop postmay france
Color of Victory,"The days when Istanbul was occupied as a result of the Armistice of Mudros after the First World War and the Fenerbahce football team won the ""Harington Cup""",157,28,157,days istanbul occupied result armistice mudros first world war fenerbahce football team harington cup
The Haunting of Cottonwood,"David and Georgina's luck is about to change when good news arrives that David has inherited Cottonwood, an old Victorian house once used as an orphanage. What the family doesn't realize is that they've also inherited its evil past.",232,39,232,david georginas luck change good news arrives david inherited cottonwood old victorian house used orphanage family doesnt realize theyve also inherited evil past
Cosmos,"An elderly widow encounters a mysterious Mayan elder in rural Yucatán. As their worlds collide, they discover a profound bond that transcends cultural boundaries and transforms both their lives.",194,29,194,elderly widow encounters mysterious mayan elder rural yucatn worlds collide discover profound bond transcends cultural boundaries transforms lives
The Mohican,"A Corsican shepherd refuses to sell his coastal land to criminals. After severely injuring a mobster's son who tried to threaten him, he becomes the target of a ruthless manhunt.",178,30,178,corsican shepherd refuses sell coastal land criminals severely injuring mobsters son tried threaten becomes target ruthless manhunt
Saturn Return,"Late 1990s. Art and culture are in full swing in Granada. Against that background, an indie band is about to change the music scene in Spain. Just before creating their new album, the band is going through its worst possible moment.",232,41,232,late art culture full swing granada background indie band change music scene spain creating new album band going worst possible moment
Bardovi,"Anant, a hearse driver, discovers his late mother and grandmother were involved in a mysterious experiment after having strange dreams about them.",146,22,146,anant hearse driver discovers late mother grandmother involved mysterious experiment strange dreams
UI,UI transcends language barriers as it addresses a global issue.,63,10,63,ui transcends language barriers addresses global issue
Little Hearts,"The story follows father Baby and son Sibi navigating three intertwined romantic storylines set against Kattappana's scenic backdrop, blending humor with relatable love tales for a multigenerational audience.",208,28,208,story follows father baby son sibi navigating three intertwined romantic storylines set kattappanas scenic backdrop blending humor relatable love tales multigenerational audience
Barroz: Guardian of Treasures,"For 400 years, Barroz, a loyal servant, has guarded da Gama's treasure. Bound by a centuries-old magic, he awaits the arrival of a true descendant worthy of claiming it.",169,29,169,years barroz loyal servant guarded da gamas treasure bound centuriesold magic awaits arrival true descendant worthy claiming
Boys on Film 24: Happy Endings,"Let BOYS ON FILM move, inspire and uplift you with this stunning collection of 11 new gay short films, marking the final physical edition of the series.",152,27,152,let boys film move inspire uplift stunning collection new gay short films marking final physical edition series
Cassandre,"An adolescent girl discovering her sexuality and newfound self through her passion for horses at a rural riding center during the summer of 1998, escaping her stifling family dynamic.",183,29,183,adolescent girl discovering sexuality newfound self passion horses rural riding center summer escaping stifling family dynamic
Erdal and Ece,The story of a married couple who experience funny conflicts in their relationship.,83,13,83,story married couple experience funny conflicts relationship
The Bodyguard,"Former special police sniper Zhong Xiaonan was hired by security company Gao Bin to protect the son of Chinese scientist Lin Heng, Lin Zihao, from returning to China. The scientific research achievements mastered by the Lin father and son have aroused the covetousness of overseas tycoons. They sent a killer group to try to kidnap Lin Zihao and steal core data, and even colluded with local police officials to launch a heavy siege on Zhong Xiaonan and Lin Zihao. In danger, Zhong Xiaonan teamed up with Chinese police officer Peter and resolutely decided to fight against evil forces to the end, and overthrow all ""black evil"".",629,106,629,former special police sniper zhong xiaonan hired security company gao bin protect son chinese scientist lin heng lin zihao returning china scientific research achievements mastered lin father son aroused covetousness overseas tycoons sent killer group try kidnap lin zihao steal core data even colluded local police officials launch heavy siege zhong xiaonan lin zihao danger zhong xiaonan teamed chinese police officer peter resolutely decided fight evil forces end overthrow black evil
Freelance,"When a down-on-her luck video editor takes on a mysterious, well-paying job cutting snuff films, she is haunted by visions of the people in her videos.",151,26,151,downonher luck video editor takes mysterious wellpaying job cutting snuff films haunted visions people videos
